,Flight Number,Onward/Return,Companies,Destination From,Destination to,Departure time,Arrival Time,Ticket Type,Class,Currency,Base Fare,Airline Taxes,Total Amount
0,996,Onward,AirIndia,DXB,DEL,2015-10-22T0005,2015-10-22T0445,E,G,SGD,117.0,429.8,546.8
1,332,Onward,AirIndia,DEL,BKK,2015-10-22T1350,2015-10-22T1935,E,G,SGD,117.0,429.8,546.8
2,333,Return,AirIndia,BKK,DEL,2015-10-30T0850,2015-10-30T1205,E,U,SGD,117.0,429.8,546.8
3,995,Return,AirIndia,DEL,DXB,2015-10-30T2040,2015-10-30T2245,E,U,SGD,117.0,429.8,546.8
4,163,Onward,Malaysia Airlines,DXB,KUL,2015-10-22T1935,2015-10-23T0705,E,N,SGD,563.0,60.8,623.8
5,5860,Onward,Malaysia Airlines,KUL,BKK,2015-10-23T1320,2015-10-23T1430,E,L,SGD,563.0,60.8,623.8
6,785,Return,Malaysia Airlines,BKK,KUL,2015-10-30T1105,2015-10-30T1415,E,N,SGD,563.0,60.8,623.8
7,162,Return,Malaysia Airlines,KUL,DXB,2015-10-30T1515,2015-10-30T1850,E,N,SGD,563.0,60.8,623.8
8,163,Onward,Malaysia Airlines,DXB,KUL,2015-10-22T1935,2015-10-23T0705,E,N,SGD,563.0,60.8,623.8
9,5860,Onward,Malaysia Airlines,KUL,BKK,2015-10-23T1320,2015-10-23T1430,E,L,SGD,563.0,60.8,623.8
10,797,Return,Malaysia Airlines,BKK,KUL,2015-10-30T0555,2015-10-30T0905,E,N,SGD,563.0,60.8,623.8
11,162,Return,Malaysia Airlines,KUL,DXB,2015-10-30T1515,2015-10-30T1850,E,N,SGD,563.0,60.8,623.8
12,163,Onward,Malaysia Airlines,DXB,KUL,2015-10-22T1935,2015-10-23T0705,E,N,SGD,563.0,60.8,623.8
13,774,Onward,Malaysia Airlines,KUL,BKK,2015-10-23T1615,2015-10-23T1720,E,N,SGD,563.0,60.8,623.8
14,785,Return,Malaysia Airlines,BKK,KUL,2015-10-30T1105,2015-10-30T1415,E,N,SGD,563.0,60.8,623.8
15,162,Return,Malaysia Airlines,KUL,DXB,2015-10-30T1515,2015-10-30T1850,E,N,SGD,563.0,60.8,623.8
16,163,Onward,Malaysia Airlines,DXB,KUL,2015-10-22T1935,2015-10-23T0705,E,N,SGD,563.0,60.8,623.8
17,774,Onward,Malaysia Airlines,KUL,BKK,2015-10-23T1615,2015-10-23T1720,E,N,SGD,563.0,60.8,623.8
18,797,Return,Malaysia Airlines,BKK,KUL,2015-10-30T0555,2015-10-30T0905,E,N,SGD,563.0,60.8,623.8
19,162,Return,Malaysia Airlines,KUL,DXB,2015-10-30T1515,2015-10-30T1850,E,N,SGD,563.0,60.8,623.8
20,163,Onward,Malaysia Airlines,DXB,KUL,2015-10-22T1935,2015-10-23T0705,E,N,SGD,563.0,60.8,623.8
21,776,Onward,Malaysia Airlines,KUL,BKK,2015-10-23T1850,2015-10-23T2000,E,N,SGD,563.0,60.8,623.8
22,785,Return,Malaysia Airlines,BKK,KUL,2015-10-30T1105,2015-10-30T1415,E,N,SGD,563.0,60.8,623.8
23,162,Return,Malaysia Airlines,KUL,DXB,2015-10-30T1515,2015-10-30T1850,E,N,SGD,563.0,60.8,623.8
24,163,Onward,Malaysia Airlines,DXB,KUL,2015-10-22T1935,2015-10-23T0705,E,N,SGD,563.0,60.8,623.8
25,776,Onward,Malaysia Airlines,KUL,BKK,2015-10-23T1850,2015-10-23T2000,E,N,SGD,563.0,60.8,623.8
26,797,Return,Malaysia Airlines,BKK,KUL,2015-10-30T0555,2015-10-30T0905,E,N,SGD,563.0,60.8,623.8
27,162,Return,Malaysia Airlines,KUL,DXB,2015-10-30T1515,2015-10-30T1850,E,N,SGD,563.0,60.8,623.8
28,163,Onward,Malaysia Airlines,DXB,KUL,2015-10-22T1935,2015-10-23T0705,E,N,SGD,563.0,60.8,623.8
29,780,Onward,Malaysia Airlines,KUL,BKK,2015-10-23T1750,2015-10-23T1855,E,N,SGD,563.0,60.8,623.8
30,785,Return,Malaysia Airlines,BKK,KUL,2015-10-30T1105,2015-10-30T1415,E,N,SGD,563.0,60.8,623.8
31,162,Return,Malaysia Airlines,KUL,DXB,2015-10-30T1515,2015-10-30T1850,E,N,SGD,563.0,60.8,623.8
32,163,Onward,Malaysia Airlines,DXB,KUL,2015-10-22T1935,2015-10-23T0705,E,N,SGD,563.0,60.8,623.8
33,780,Onward,Malaysia Airlines,KUL,BKK,2015-10-23T1750,2015-10-23T1855,E,N,SGD,563.0,60.8,623.8
34,797,Return,Malaysia Airlines,BKK,KUL,2015-10-30T0555,2015-10-30T0905,E,N,SGD,563.0,60.8,623.8
35,162,Return,Malaysia Airlines,KUL,DXB,2015-10-30T1515,2015-10-30T1850,E,N,SGD,563.0,60.8,623.8
36,163,Onward,Malaysia Airlines,DXB,KUL,2015-10-22T1935,2015-10-23T0705,E,N,SGD,563.0,60.8,623.8
37,782,Onward,Malaysia Airlines,KUL,BKK,2015-10-23T1515,2015-10-23T1620,E,N,SGD,563.0,60.8,623.8
38,785,Return,Malaysia Airlines,BKK,KUL,2015-10-30T1105,2015-10-30T1415,E,N,SGD,563.0,60.8,623.8
39,162,Return,Malaysia Airlines,KUL,DXB,2015-10-30T1515,2015-10-30T1850,E,N,SGD,563.0,60.8,623.8
40,163,Onward,Malaysia Airlines,DXB,KUL,2015-10-22T1935,2015-10-23T0705,E,N,SGD,563.0,60.8,623.8
41,782,Onward,Malaysia Airlines,KUL,BKK,2015-10-23T1515,2015-10-23T1620,E,N,SGD,563.0,60.8,623.8
42,797,Return,Malaysia Airlines,BKK,KUL,2015-10-30T0555,2015-10-30T0905,E,N,SGD,563.0,60.8,623.8
43,162,Return,Malaysia Airlines,KUL,DXB,2015-10-30T1515,2015-10-30T1850,E,N,SGD,563.0,60.8,623.8
44,163,Onward,Malaysia Airlines,DXB,KUL,2015-10-22T1935,2015-10-23T0705,E,N,SGD,563.0,60.8,623.8
45,784,Onward,Malaysia Airlines,KUL,BKK,2015-10-23T0910,2015-10-23T1015,E,N,SGD,563.0,60.8,623.8
46,785,Return,Malaysia Airlines,BKK,KUL,2015-10-30T1105,2015-10-30T1415,E,N,SGD,563.0,60.8,623.8
47,162,Return,Malaysia Airlines,KUL,DXB,2015-10-30T1515,2015-10-30T1850,E,N,SGD,563.0,60.8,623.8
48,163,Onward,Malaysia Airlines,DXB,KUL,2015-10-22T1935,2015-10-23T0705,E,N,SGD,563.0,60.8,623.8
49,784,Onward,Malaysia Airlines,KUL,BKK,2015-10-23T0910,2015-10-23T1015,E,N,SGD,563.0,60.8,623.8
50,797,Return,Malaysia Airlines,BKK,KUL,2015-10-30T0555,2015-10-30T0905,E,N,SGD,563.0,60.8,623.8
51,162,Return,Malaysia Airlines,KUL,DXB,2015-10-30T1515,2015-10-30T1850,E,N,SGD,563.0,60.8,623.8
52,163,Onward,Malaysia Airlines,DXB,KUL,2015-10-22T1935,2015-10-23T0705,E,N,SGD,563.0,60.8,623.8
53,788,Onward,Malaysia Airlines,KUL,BKK,2015-10-23T1220,2015-10-23T1325,E,N,SGD,563.0,60.8,623.8
54,785,Return,Malaysia Airlines,BKK,KUL,2015-10-30T1105,2015-10-30T1415,E,N,SGD,563.0,60.8,623.8
55,162,Return,Malaysia Airlines,KUL,DXB,2015-10-30T1515,2015-10-30T1850,E,N,SGD,563.0,60.8,623.8
56,163,Onward,Malaysia Airlines,DXB,KUL,2015-10-22T1935,2015-10-23T0705,E,N,SGD,563.0,60.8,623.8
57,788,Onward,Malaysia Airlines,KUL,BKK,2015-10-23T1220,2015-10-23T1325,E,N,SGD,563.0,60.8,623.8
58,797,Return,Malaysia Airlines,BKK,KUL,2015-10-30T0555,2015-10-30T0905,E,N,SGD,563.0,60.8,623.8
59,162,Return,Malaysia Airlines,KUL,DXB,2015-10-30T1515,2015-10-30T1850,E,N,SGD,563.0,60.8,623.8
60,535,Onward,JetAirways,DXB,BOM,2015-10-22T1510,2015-10-22T2000,E,V,SGD,311.0,336.4,647.4
61,62,Onward,JetAirways,BOM,BKK,2015-10-23T0105,2015-10-23T0655,E,V,SGD,311.0,336.4,647.4
62,61,Return,JetAirways,BKK,BOM,2015-10-30T0855,2015-10-30T1155,E,W,SGD,311.0,336.4,647.4
63,538,Return,JetAirways,BOM,DXB,2015-10-30T1540,2015-10-30T1735,E,V,SGD,311.0,336.4,647.4
64,535,Onward,JetAirways,DXB,BOM,2015-10-22T1510,2015-10-22T2000,E,V,SGD,311.0,336.4,647.4
65,70,Onward,JetAirways,BOM,BKK,2015-10-23T0840,2015-10-23T1440,E,V,SGD,311.0,336.4,647.4
66,61,Return,JetAirways,BKK,BOM,2015-10-30T0855,2015-10-30T1155,E,W,SGD,311.0,336.4,647.4
67,538,Return,JetAirways,BOM,DXB,2015-10-30T1540,2015-10-30T1735,E,V,SGD,311.0,336.4,647.4
68,535,Onward,JetAirways,DXB,BOM,2015-10-22T1510,2015-10-22T2000,E,V,SGD,311.0,336.4,647.4
69,70,Onward,JetAirways,BOM,BKK,2015-10-23T0840,2015-10-23T1440,E,V,SGD,311.0,336.4,647.4
70,61,Return,JetAirways,BKK,BOM,2015-10-30T0855,2015-10-30T1155,E,W,SGD,311.0,336.4,647.4
71,544,Return,JetAirways,BOM,DXB,2015-10-30T1850,2015-10-30T2045,E,V,SGD,311.0,336.4,647.4
72,537,Onward,JetAirways,DXB,BOM,2015-10-22T1845,2015-10-22T2330,E,V,SGD,311.0,336.4,647.4
73,62,Onward,JetAirways,BOM,BKK,2015-10-23T0105,2015-10-23T0655,E,V,SGD,311.0,336.4,647.4
74,61,Return,JetAirways,BKK,BOM,2015-10-30T0855,2015-10-30T1155,E,W,SGD,311.0,336.4,647.4
75,538,Return,JetAirways,BOM,DXB,2015-10-30T1540,2015-10-30T1735,E,V,SGD,311.0,336.4,647.4
76,537,Onward,JetAirways,DXB,BOM,2015-10-22T1845,2015-10-22T2330,E,V,SGD,311.0,336.4,647.4
77,70,Onward,JetAirways,BOM,BKK,2015-10-23T0840,2015-10-23T1440,E,V,SGD,311.0,336.4,647.4
78,61,Return,JetAirways,BKK,BOM,2015-10-30T0855,2015-10-30T1155,E,W,SGD,311.0,336.4,647.4
79,538,Return,JetAirways,BOM,DXB,2015-10-30T1540,2015-10-30T1735,E,V,SGD,311.0,336.4,647.4
80,537,Onward,JetAirways,DXB,BOM,2015-10-22T1845,2015-10-22T2330,E,V,SGD,311.0,336.4,647.4
81,70,Onward,JetAirways,BOM,BKK,2015-10-23T0840,2015-10-23T1440,E,V,SGD,311.0,336.4,647.4
82,61,Return,JetAirways,BKK,BOM,2015-10-30T0855,2015-10-30T1155,E,W,SGD,311.0,336.4,647.4
83,544,Return,JetAirways,BOM,DXB,2015-10-30T1850,2015-10-30T2045,E,V,SGD,311.0,336.4,647.4
84,384,Onward,China Southern Airlines,DXB,CAN,2015-10-22T0100,2015-10-22T1245,E,T,SGD,389.0,303.2,692.2
85,3035,Onward,China Southern Airlines,CAN,BKK,2015-10-22T1505,2015-10-22T1650,E,Y,SGD,389.0,303.2,692.2
86,358,Return,China Southern Airlines,BKK,CAN,2015-10-30T1155,2015-10-30T1545,E,Y,SGD,389.0,303.2,692.2
87,383,Return,China Southern Airlines,CAN,DXB,2015-10-30T1830,2015-10-30T2359,E,T,SGD,389.0,303.2,692.2
88,384,Onward,China Southern Airlines,DXB,CAN,2015-10-22T0100,2015-10-22T1245,E,T,SGD,389.0,303.2,692.2
89,361,Onward,China Southern Airlines,CAN,BKK,2015-10-22T1950,2015-10-22T2200,E,Y,SGD,389.0,303.2,692.2
90,358,Return,China Southern Airlines,BKK,CAN,2015-10-30T1155,2015-10-30T1545,E,Y,SGD,389.0,303.2,692.2
91,383,Return,China Southern Airlines,CAN,DXB,2015-10-30T1830,2015-10-30T2359,E,T,SGD,389.0,303.2,692.2
92,384,Onward,China Southern Airlines,DXB,CAN,2015-10-22T0100,2015-10-22T1245,E,T,SGD,389.0,303.2,692.2
93,363,Onward,China Southern Airlines,CAN,BKK,2015-10-22T1600,2015-10-22T1755,E,Y,SGD,389.0,303.2,692.2
94,358,Return,China Southern Airlines,BKK,CAN,2015-10-30T1155,2015-10-30T1545,E,Y,SGD,389.0,303.2,692.2
95,383,Return,China Southern Airlines,CAN,DXB,2015-10-30T1830,2015-10-30T2359,E,T,SGD,389.0,303.2,692.2
96,614,Onward,Oman Air,DXB,MCT,2015-10-22T1915,2015-10-22T2025,E,L,SGD,637.0,76.0,713.0
97,817,Onward,Oman Air,MCT,BKK,2015-10-22T2225,2015-10-23T0800,E,L,SGD,637.0,76.0,713.0
98,816,Return,Oman Air,BKK,MCT,2015-10-30T2030,2015-10-31T0020,E,L,SGD,637.0,76.0,713.0
99,601,Return,Oman Air,MCT,DXB,2015-10-31T0145,2015-10-31T0300,E,L,SGD,637.0,76.0,713.0
100,614,Onward,Oman Air,DXB,MCT,2015-10-22T1915,2015-10-22T2025,E,L,SGD,637.0,76.0,713.0
101,817,Onward,Oman Air,MCT,BKK,2015-10-22T2225,2015-10-23T0800,E,L,SGD,637.0,76.0,713.0
102,818,Return,Oman Air,BKK,MCT,2015-10-30T0920,2015-10-30T1300,E,L,SGD,637.0,76.0,713.0
103,609,Return,Oman Air,MCT,DXB,2015-10-30T1415,2015-10-30T1530,E,L,SGD,637.0,76.0,713.0
104,614,Onward,Oman Air,DXB,MCT,2015-10-22T1915,2015-10-22T2025,E,L,SGD,637.0,76.0,713.0
105,817,Onward,Oman Air,MCT,BKK,2015-10-22T2225,2015-10-23T0800,E,L,SGD,637.0,76.0,713.0
106,818,Return,Oman Air,BKK,MCT,2015-10-30T0920,2015-10-30T1300,E,L,SGD,637.0,76.0,713.0
107,613,Return,Oman Air,MCT,DXB,2015-10-30T1720,2015-10-30T1835,E,L,SGD,637.0,76.0,713.0
108,602,Onward,Oman Air,DXB,MCT,2015-10-22T0655,2015-10-22T0805,E,L,SGD,680.0,76.0,756.0
109,815,Onward,Oman Air,MCT,BKK,2015-10-22T0905,2015-10-22T1840,E,L,SGD,680.0,76.0,756.0
110,816,Return,Oman Air,BKK,MCT,2015-10-30T2030,2015-10-31T0020,E,L,SGD,680.0,76.0,756.0
111,601,Return,Oman Air,MCT,DXB,2015-10-31T0145,2015-10-31T0300,E,L,SGD,680.0,76.0,756.0
112,602,Onward,Oman Air,DXB,MCT,2015-10-22T0655,2015-10-22T0805,E,L,SGD,680.0,76.0,756.0
113,815,Onward,Oman Air,MCT,BKK,2015-10-22T0905,2015-10-22T1840,E,L,SGD,680.0,76.0,756.0
114,818,Return,Oman Air,BKK,MCT,2015-10-30T0920,2015-10-30T1300,E,L,SGD,680.0,76.0,756.0
115,609,Return,Oman Air,MCT,DXB,2015-10-30T1415,2015-10-30T1530,E,L,SGD,680.0,76.0,756.0
116,602,Onward,Oman Air,DXB,MCT,2015-10-22T0655,2015-10-22T0805,E,L,SGD,680.0,76.0,756.0
117,815,Onward,Oman Air,MCT,BKK,2015-10-22T0905,2015-10-22T1840,E,L,SGD,680.0,76.0,756.0
118,818,Return,Oman Air,BKK,MCT,2015-10-30T0920,2015-10-30T1300,E,L,SGD,680.0,76.0,756.0
119,613,Return,Oman Air,MCT,DXB,2015-10-30T1720,2015-10-30T1835,E,L,SGD,680.0,76.0,756.0
120,602,Onward,Oman Air,DXB,MCT,2015-10-22T0655,2015-10-22T0805,E,L,SGD,680.0,76.0,756.0
121,815,Onward,Oman Air,MCT,BKK,2015-10-22T0905,2015-10-22T1840,E,L,SGD,680.0,76.0,756.0
122,818,Return,Oman Air,BKK,MCT,2015-10-30T0920,2015-10-30T1300,E,L,SGD,680.0,76.0,756.0
123,623,Return,Oman Air,MCT,DXB,2015-10-30T1810,2015-10-30T1925,E,L,SGD,680.0,76.0,756.0
124,604,Onward,Oman Air,DXB,MCT,2015-10-22T1000,2015-10-22T1115,E,L,SGD,680.0,76.0,756.0
125,817,Onward,Oman Air,MCT,BKK,2015-10-22T2225,2015-10-23T0800,E,L,SGD,680.0,76.0,756.0
126,818,Return,Oman Air,BKK,MCT,2015-10-30T0920,2015-10-30T1300,E,L,SGD,680.0,76.0,756.0
127,609,Return,Oman Air,MCT,DXB,2015-10-30T1415,2015-10-30T1530,E,L,SGD,680.0,76.0,756.0
128,606,Onward,Oman Air,DXB,MCT,2015-10-22T1225,2015-10-22T1340,E,L,SGD,680.0,76.0,756.0
129,817,Onward,Oman Air,MCT,BKK,2015-10-22T2225,2015-10-23T0800,E,L,SGD,680.0,76.0,756.0
130,818,Return,Oman Air,BKK,MCT,2015-10-30T0920,2015-10-30T1300,E,L,SGD,680.0,76.0,756.0
131,609,Return,Oman Air,MCT,DXB,2015-10-30T1415,2015-10-30T1530,E,L,SGD,680.0,76.0,756.0
132,610,Onward,Oman Air,DXB,MCT,2015-10-22T1720,2015-10-22T1830,E,L,SGD,680.0,76.0,756.0
133,817,Onward,Oman Air,MCT,BKK,2015-10-22T2225,2015-10-23T0800,E,L,SGD,680.0,76.0,756.0
134,816,Return,Oman Air,BKK,MCT,2015-10-30T2030,2015-10-31T0020,E,L,SGD,680.0,76.0,756.0
135,601,Return,Oman Air,MCT,DXB,2015-10-31T0145,2015-10-31T0300,E,L,SGD,680.0,76.0,756.0
136,610,Onward,Oman Air,DXB,MCT,2015-10-22T1720,2015-10-22T1830,E,L,SGD,680.0,76.0,756.0
137,817,Onward,Oman Air,MCT,BKK,2015-10-22T2225,2015-10-23T0800,E,L,SGD,680.0,76.0,756.0
138,818,Return,Oman Air,BKK,MCT,2015-10-30T0920,2015-10-30T1300,E,L,SGD,680.0,76.0,756.0
139,609,Return,Oman Air,MCT,DXB,2015-10-30T1415,2015-10-30T1530,E,L,SGD,680.0,76.0,756.0
140,612,Onward,Oman Air,DXB,MCT,2015-10-22T2240,2015-10-22T2355,E,L,SGD,680.0,76.0,756.0
141,815,Onward,Oman Air,MCT,BKK,2015-10-23T0905,2015-10-23T1840,E,L,SGD,680.0,76.0,756.0
142,818,Return,Oman Air,BKK,MCT,2015-10-30T0920,2015-10-30T1300,E,L,SGD,680.0,76.0,756.0
143,609,Return,Oman Air,MCT,DXB,2015-10-30T1415,2015-10-30T1530,E,L,SGD,680.0,76.0,756.0
144,614,Onward,Oman Air,DXB,MCT,2015-10-22T1915,2015-10-22T2025,E,L,SGD,680.0,76.0,756.0
145,815,Onward,Oman Air,MCT,BKK,2015-10-23T0905,2015-10-23T1840,E,L,SGD,680.0,76.0,756.0
146,818,Return,Oman Air,BKK,MCT,2015-10-30T0920,2015-10-30T1300,E,L,SGD,680.0,76.0,756.0
147,609,Return,Oman Air,MCT,DXB,2015-10-30T1415,2015-10-30T1530,E,L,SGD,680.0,76.0,756.0
148,624,Onward,Oman Air,DXB,MCT,2015-10-22T2040,2015-10-22T2150,E,L,SGD,680.0,76.0,756.0
149,815,Onward,Oman Air,MCT,BKK,2015-10-23T0905,2015-10-23T1840,E,L,SGD,680.0,76.0,756.0
150,818,Return,Oman Air,BKK,MCT,2015-10-30T0920,2015-10-30T1300,E,L,SGD,680.0,76.0,756.0
151,609,Return,Oman Air,MCT,DXB,2015-10-30T1415,2015-10-30T1530,E,L,SGD,680.0,76.0,756.0
152,98,Onward,Royal Brunei,DXB,BWN,2015-10-22T0515,2015-10-22T1725,E,S,SGD,475.95,309.4,785.35
153,519,Onward,Royal Brunei,BWN,BKK,2015-10-22T1815,2015-10-22T2000,E,S,SGD,475.95,309.4,785.35
154,514,Return,Royal Brunei,BKK,BWN,2015-10-30T1340,2015-10-30T1725,E,X,SGD,475.95,309.4,785.35
155,97,Return,Royal Brunei,BWN,DXB,2015-10-30T2035,2015-10-31T0130,E,X,SGD,475.95,309.4,785.35
156,537,Onward,JetAirways,DXB,BOM,2015-10-22T1845,2015-10-22T2330,E,V,SGD,494.0,336.4,830.4
157,62,Onward,JetAirways,BOM,BKK,2015-10-23T0105,2015-10-23T0655,E,V,SGD,494.0,336.4,830.4
158,63,Return,JetAirways,BKK,DEL,2015-10-30T1535,2015-10-30T1845,E,K,SGD,494.0,336.4,830.4
159,548,Return,JetAirways,DEL,DXB,2015-10-30T1945,2015-10-30T2220,E,K,SGD,494.0,336.4,830.4
160,1003,Onward,Qatar Airways,DXB,DOH,2015-10-22T0630,2015-10-22T0640,E,N,SGD,614.0,231.0,845.0
161,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
162,831,Return,Qatar Airways,BKK,DOH,2015-10-30T0835,2015-10-30T1135,E,N,SGD,614.0,231.0,845.0
163,1016,Return,Qatar Airways,DOH,DXB,2015-10-30T1300,2015-10-30T1510,E,N,SGD,614.0,231.0,845.0
164,1003,Onward,Qatar Airways,DXB,DOH,2015-10-22T0630,2015-10-22T0640,E,N,SGD,614.0,231.0,845.0
165,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
166,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
167,1002,Return,Qatar Airways,DOH,DXB,2015-10-31T0100,2015-10-31T0310,E,N,SGD,614.0,231.0,845.0
168,1003,Onward,Qatar Airways,DXB,DOH,2015-10-22T0630,2015-10-22T0640,E,N,SGD,614.0,231.0,845.0
169,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
170,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
171,1004,Return,Qatar Airways,DOH,DXB,2015-10-31T0200,2015-10-31T0410,E,N,SGD,614.0,231.0,845.0
172,1003,Onward,Qatar Airways,DXB,DOH,2015-10-22T0630,2015-10-22T0640,E,N,SGD,614.0,231.0,845.0
173,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
174,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
175,1032,Return,Qatar Airways,DOH,DWC,2015-10-31T0135,2015-10-31T0340,E,N,SGD,614.0,231.0,845.0
176,1003,Onward,Qatar Airways,DXB,DOH,2015-10-22T0630,2015-10-22T0640,E,N,SGD,614.0,231.0,845.0
177,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
178,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
179,1002,Return,Qatar Airways,DOH,DXB,2015-10-31T0100,2015-10-31T0310,E,N,SGD,614.0,231.0,845.0
180,1003,Onward,Qatar Airways,DXB,DOH,2015-10-22T0630,2015-10-22T0640,E,N,SGD,614.0,231.0,845.0
181,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
182,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
183,1020,Return,Qatar Airways,DOH,DXB,2015-10-30T2359,2015-10-31T0210,E,N,SGD,614.0,231.0,845.0
184,1003,Onward,Qatar Airways,DXB,DOH,2015-10-22T0630,2015-10-22T0640,E,N,SGD,614.0,231.0,845.0
185,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
186,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
187,1032,Return,Qatar Airways,DOH,DWC,2015-10-31T0135,2015-10-31T0340,E,N,SGD,614.0,231.0,845.0
188,1003,Onward,Qatar Airways,DXB,DOH,2015-10-22T0630,2015-10-22T0640,E,N,SGD,614.0,231.0,845.0
189,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
190,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
191,1000,Return,Qatar Airways,DOH,DXB,2015-10-30T0700,2015-10-30T0910,E,N,SGD,614.0,231.0,845.0
192,1003,Onward,Qatar Airways,DXB,DOH,2015-10-22T0630,2015-10-22T0640,E,N,SGD,614.0,231.0,845.0
193,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
194,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
195,1024,Return,Qatar Airways,DOH,DXB,2015-10-30T0600,2015-10-30T0810,E,N,SGD,614.0,231.0,845.0
196,1003,Onward,Qatar Airways,DXB,DOH,2015-10-22T0630,2015-10-22T0640,E,N,SGD,614.0,231.0,845.0
197,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
198,837,Return,Qatar Airways,BKK,DOH,2015-10-30T0140,2015-10-30T0440,E,N,SGD,614.0,231.0,845.0
199,1028,Return,Qatar Airways,DOH,DWC,2015-10-30T0550,2015-10-30T0755,E,N,SGD,614.0,231.0,845.0
200,1005,Onward,Qatar Airways,DXB,DOH,2015-10-22T0730,2015-10-22T0740,E,N,SGD,614.0,231.0,845.0
201,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
202,831,Return,Qatar Airways,BKK,DOH,2015-10-30T0835,2015-10-30T1135,E,N,SGD,614.0,231.0,845.0
203,1016,Return,Qatar Airways,DOH,DXB,2015-10-30T1300,2015-10-30T1510,E,N,SGD,614.0,231.0,845.0
204,1005,Onward,Qatar Airways,DXB,DOH,2015-10-22T0730,2015-10-22T0740,E,N,SGD,614.0,231.0,845.0
205,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
206,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
207,1002,Return,Qatar Airways,DOH,DXB,2015-10-31T0100,2015-10-31T0310,E,N,SGD,614.0,231.0,845.0
208,1005,Onward,Qatar Airways,DXB,DOH,2015-10-22T0730,2015-10-22T0740,E,N,SGD,614.0,231.0,845.0
209,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
210,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
211,1004,Return,Qatar Airways,DOH,DXB,2015-10-31T0200,2015-10-31T0410,E,N,SGD,614.0,231.0,845.0
212,1005,Onward,Qatar Airways,DXB,DOH,2015-10-22T0730,2015-10-22T0740,E,N,SGD,614.0,231.0,845.0
213,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
214,833,Return,Qatar Airways,BKK,DOH,2015-10-30T2045,2015-10-30T2355,E,N,SGD,614.0,231.0,845.0
215,1032,Return,Qatar Airways,DOH,DWC,2015-10-31T0135,2015-10-31T0340,E,N,SGD,614.0,231.0,845.0
216,1005,Onward,Qatar Airways,DXB,DOH,2015-10-22T0730,2015-10-22T0740,E,N,SGD,614.0,231.0,845.0
217,832,Onward,Qatar Airways,DOH,BKK,2015-10-22T0840,2015-10-22T1905,E,N,SGD,614.0,231.0,845.0
218,835,Return,Qatar Airways,BKK,DOH,2015-10-30T1955,2015-10-30T2255,E,N,SGD,614.0,231.0,845.0
